,Turbidity
2022-03-17,-0.08235094636730875
2022-03-20,-0.056638122968358115
2022-03-22,-0.07560721110304594
2022-03-25,-0.10631529320323303
2022-03-27,-0.1227064049895721
2022-03-30,-0.13612286034802037
2022-04-01,-0.10584592748163997
2022-04-04,-0.102847017671159
2022-04-06,-0.09995067278312607
2022-04-09,-0.13971256599581983
2022-04-11,-0.09157901177672681
2022-04-14,-0.11565237467723387
2022-04-16,-0.04847309516604893
2022-04-19,-0.11801430948713701
2022-04-21,-0.10037517933283514
2022-04-24,-0.08038618074047404
2022-04-26,-0.11054102218803925
2022-04-29,-0.1454146946744744
2022-05-01,-0.035368727227127104
2022-05-04,-0.08449899277947315
2022-05-06,-0.039947314412710884
2022-05-14,-0.034090004349167355
2022-05-16,0.02283450821034916
2022-05-19,0.006053875589042671
2022-05-21,-0.0013185715353880652
2022-05-31,-0.03452942888584561
2022-06-03,-0.03299702192100776
2022-06-05,-0.012380162617976864
2022-06-08,-0.012852878880342873
2022-06-10,0.0367613690688844
2022-06-13,0.017822958623805417
2022-06-15,0.004210168129118132
2022-07-15,0.01300873731453852
2022-09-28,0.023621756242954258
2022-10-01,0.03067327072022742
2022-10-03,0.03220472427863597
2022-10-13,0.04521118118671661
2022-10-16,0.047365690296898834
2022-10-18,0.048355369748953395
2022-10-21,0.040459983143448335
2022-10-23,0.03339950358208481
2022-10-26,0.03169446560331901
2022-10-28,0.0290075626905347
2022-10-31,0.009171173699163721
2022-11-02,0.01435856555556849
2022-11-05,0.0033775267502825805
2022-11-10,-0.05253818979694598
2022-11-12,-0.054957670218950386
2022-11-15,-0.10444193301139808
2022-11-17,-0.09113534328483652
2022-11-20,-0.07977671652686423
2022-11-22,-0.09192165615125952
2022-11-25,-0.11232669416538357
2022-11-27,-0.11177210592244262
2022-11-30,-0.1288169683383971
2022-12-05,-0.1158668866280251
2022-12-07,-0.1185469828595835
2022-12-12,-0.1377358155188328
2022-12-15,-0.15017563904111114
2022-12-17,-0.13165460375709517
2022-12-22,-0.12633827114380042
2022-12-27,-0.12898768948410813
